ENSMUSG00000000708	Kat2b	Kat2b
ENSMUSG00000000711	Rab5b	Rab5b
ENSMUSG00000000724	Cryba1	Cryba1
ENSMUSG00000000730	Dnmt3l	Dnmt3l
ENSMUSG00000000731	Aire	Aire
ENSMUSG00000000732	Icosl	Icosl
ENSMUSG00000000738	Spg7	Spg7
ENSMUSG00000000739	Sult5a1	Sult5a1
ENSMUSG00000000740	Rpl13	Rpl13
ENSMUSG00000000743	Chmp1a	Chmp1a
ENSMUSG00000000751	Rpa1	Rpa1
ENSMUSG00000000753	Serpinf1	Serpinf1
ENSMUSG00000000759	Tubgcp3	Tubgcp3
ENSMUSG00000000766	Oprm1	Oprm1
ENSMUSG00000000776	Polr3d	Polr3d
ENSMUSG00000000782	Tcf7	Tcf7
ENSMUSG00000000787	Ddx3x	Ddx3x
ENSMUSG00000000791	Il12rb1	Il12rb1
ENSMUSG00000000792	Slc5a5	Slc5a5
ENSMUSG00000000794	Kcnn3	Kcnn3
ENSMUSG00000000804	Usp32	Usp32
ENSMUSG00000000805	Car4	Car4
ENSMUSG00000000811	Txnrd3	Txnrd3
ENSMUSG00000000817	Fasl	Fasl
ENSMUSG00000000823	Znf512b	Znf512b
ENSMUSG00000000826	Dnajc5	Dnajc5
ENSMUSG00000000827	Tpd52l2	Tpd52l2
ENSMUSG00000000838	Fmr1	Fmr1
ENSMUSG00000000861	Bcl11a	Bcl11a
ENSMUSG00000000869	Il4	Il4
ENSMUSG00000000876	Pxmp4	Pxmp4
ENSMUSG00000000881	Dlg3	Dlg3
ENSMUSG00000000884	Gnb1l	Gnb1l
ENSMUSG00000000889	Dbh	Dbh
ENSMUSG00000000901	Mmp11	Mmp11
ENSMUSG00000000902	Smarcb1	Smarcb1
ENSMUSG00000000903	Vpreb3	Vpreb3
ENSMUSG00000000915	Hip1r	Hip1r
ENSMUSG00000000916	Nsun5	Nsun5
ENSMUSG00000000934	Top1mt	Top1mt
ENSMUSG00000000938	Hoxa10	Hoxa10
ENSMUSG00000000942	Hoxa4	Hoxa4
ENSMUSG00000000948	Snrpn	Snrpn
ENSMUSG00000000957	Mmp14	Mmp14
ENSMUSG00000000958	Slc7a7	Slc7a7
ENSMUSG00000000959	Oxa1l	Oxa1l
ENSMUSG00000000976	Heatr6	Heatr6
ENSMUSG00000000982	Ccl3	Ccl3
ENSMUSG00000000983	Wfdc18	Wfdc18
ENSMUSG00000001016	Ilf2	Ilf2
ENSMUSG00000001017	Chtop	Chtop
ENSMUSG00000001018	Snapin	Snapin
ENSMUSG00000001020	S100a4	S100a4
ENSMUSG00000001021	S100a3	S100a3
ENSMUSG00000001023	S100a5	S100a5
ENSMUSG00000001025	S100a6	S100a6
ENSMUSG00000001027	Scn4a	Scn4a
ENSMUSG00000001029	Icam2	Icam2
ENSMUSG00000001034	Mapk7	Mapk7
ENSMUSG00000001036	Epn2	Epn2
ENSMUSG00000001039	B9d1	B9d1
ENSMUSG00000001052	Sec24b	Sec24b
ENSMUSG00000001053	N4bp3	N4bp3
ENSMUSG00000001054	Rmnd5b	Rmnd5b
ENSMUSG00000001056	Nhp2	Nhp2
ENSMUSG00000001062	Vps9d1	Vps9d1
ENSMUSG00000001065	Zfp276	Zfp276
ENSMUSG00000001076	C1ql4	C1ql4
ENSMUSG00000001082	Mfsd10	Mfsd10
ENSMUSG00000001089	Luzp1	Luzp1
ENSMUSG00000001095	Slc13a2	Slc13a2
ENSMUSG00000001098	Kctd10	Kctd10
ENSMUSG00000001100	Poldip2	Poldip2
ENSMUSG00000001103	Sebox	Sebox
ENSMUSG00000001105	Ift20	Ift20
ENSMUSG00000001119	Col6a1	Col6a1
ENSMUSG00000001120	Pcbp3	Pcbp3
ENSMUSG00000001123	Lgals9	Lgals9
ENSMUSG00000001127	Araf	Araf
ENSMUSG00000001128	Cfp	Cfp
ENSMUSG00000001131	Timp1	Timp1
ENSMUSG00000001134	Uxt	Uxt
ENSMUSG00000001138	Cnnm3	Cnnm3
ENSMUSG00000001143	Lman2l	Lman2l
ENSMUSG00000001150	Mcm3ap	Mcm3ap
ENSMUSG00000001151	Pcnt	Pcnt
ENSMUSG00000001155	Ftcd	Ftcd
ENSMUSG00000001156	Mxd1	Mxd1
ENSMUSG00000001157	Gmcl1	Gmcl1
ENSMUSG00000001158	Snrnp27	Snrnp27
ENSMUSG00000001166	Oas1c	Oas1c
ENSMUSG00000001168	Oas1h	Oas1h
ENSMUSG00000001173	Ocrl	Ocrl
ENSMUSG00000001175	Calm1	Calm1
ENSMUSG00000001211	Agpat3	Agpat3
ENSMUSG00000001225	Slc26a3	Slc26a3
ENSMUSG00000001227	Sema6b	Sema6b
ENSMUSG00000001228	Uhrf1	Uhrf1
ENSMUSG00000001229	Dpp9	Dpp9
ENSMUSG00000001240	Ramp2	Ramp2
ENSMUSG00000001247	Lsr	Lsr
ENSMUSG00000001248	Gramd1a	Gramd1a
ENSMUSG00000001249	Hpn	Hpn
ENSMUSG00000001260	Gabrg1	Gabrg1
ENSMUSG00000001270	Ckb	Ckb
ENSMUSG00000001280	Sp1	Sp1
ENSMUSG00000001281	Itgb7	Itgb7
ENSMUSG00000001285	Myg1	Myg1
ENSMUSG00000001288	Rarg	Rarg
ENSMUSG00000001289	Pfdn5	Pfdn5
ENSMUSG00000001300	Efnb2	Efnb2
ENSMUSG00000001305	Rrp15	Rrp15
ENSMUSG00000001313	Rnd2	Rnd2
ENSMUSG00000001323	Srr	Srr
ENSMUSG00000001333	Sync	Sync
ENSMUSG00000001334	Fndc5	Fndc5
ENSMUSG00000001348	Acp5	Acp5
ENSMUSG00000001349	Cnn1	Cnn1
ENSMUSG00000001366	Fbxo9	Fbxo9
ENSMUSG00000001376	Ccdc132	Ccdc132
ENSMUSG00000001379	Apbb3	Apbb3
ENSMUSG00000001380	Hars	Hars
ENSMUSG00000001383	Zmat2	Zmat2
ENSMUSG00000001403	Ube2c	Ube2c
ENSMUSG00000001415	Smg5	Smg5
ENSMUSG00000001416	Cct3	Cct3
ENSMUSG00000001417	Rhbg	Rhbg
ENSMUSG00000001418	0610031J06Rik	0610031J06Rik
ENSMUSG00000001419	Mef2d	Mef2d
ENSMUSG00000001420	Tmem79	Tmem79
ENSMUSG00000001424	Snd1	Snd1
ENSMUSG00000001435	Col18a1	Col18a1
ENSMUSG00000001436	Slc19a1	Slc19a1
ENSMUSG00000001440	Kpnb1	Kpnb1
ENSMUSG00000001441	Npepps	Npepps
ENSMUSG00000001444	Tbx21	Tbx21
ENSMUSG00000001445	Mrpl10	Mrpl10
ENSMUSG00000001467	Cyp51	Cyp51
ENSMUSG00000001472	Tcf25	Tcf25
ENSMUSG00000001473	Tubb6	Tubb6
ENSMUSG00000001482	Def8	Def8
ENSMUSG00000001493	Meox1	Meox1
ENSMUSG00000001494	Sost	Sost
ENSMUSG00000001496	Nkx2-1	Nkx2-1
ENSMUSG00000001497	Pax9	Pax9
ENSMUSG00000001504	Irx2	Irx2
ENSMUSG00000001506	Col1a1	Col1a1
ENSMUSG00000001507	Itga3	Itga3
ENSMUSG00000001508	Sgca	Sgca
ENSMUSG00000001510	Dlx3	Dlx3
ENSMUSG00000001517	Foxm1	Foxm1
ENSMUSG00000001518	Itfg2	Itfg2
ENSMUSG00000001520	Nrip2	Nrip2
ENSMUSG00000001521	Tulp3	Tulp3
ENSMUSG00000001524	Gtf2h4	Gtf2h4
ENSMUSG00000001525	Tubb5	Tubb5
ENSMUSG00000001542	Ell2	Ell2
ENSMUSG00000001552	Jup	Jup
ENSMUSG00000001555	Fkbp10	Fkbp10
ENSMUSG00000001558	Klhl10	Klhl10
ENSMUSG00000001566	Mnx1	Mnx1
ENSMUSG00000001569	Nom1	Nom1
ENSMUSG00000001576	Ergic1	Ergic1
ENSMUSG00000001583	Tnk1	Tnk1
ENSMUSG00000001588	Acap1	Acap1
ENSMUSG00000001604	Tcea3	Tcea3
ENSMUSG00000001622	Csn3	Csn3
ENSMUSG00000001627	Ifrd1	Ifrd1
ENSMUSG00000001630	Stk38l	Stk38l
ENSMUSG00000001632	Brpf1	Brpf1
ENSMUSG00000001642	Akr1b3	Akr1b3
ENSMUSG00000001655	Hoxc13	Hoxc13
ENSMUSG00000001656	Hoxc11	Hoxc11
ENSMUSG00000001657	Hoxc8	Hoxc8
ENSMUSG00000001661	Hoxc6	Hoxc6
ENSMUSG00000001663	Gstt1	Gstt1
ENSMUSG00000001665	Gstt3	Gstt3
ENSMUSG00000001666	Ddt	Ddt
ENSMUSG00000001670	Tat	Tat
ENSMUSG00000001672	Marveld3	Marveld3
ENSMUSG00000001674	Ddx18	Ddx18
ENSMUSG00000001687	Ubl3	Ubl3
ENSMUSG00000001700	Gramd3	Gramd3
ENSMUSG00000001707	Eef1e1	Eef1e1
ENSMUSG00000001729	Akt1	Akt1
ENSMUSG00000001739	Cldn15	Cldn15
ENSMUSG00000001741	Il16	Il16
ENSMUSG00000001750	Tcirg1	Tcirg1
ENSMUSG00000001751	Naglu	Naglu
ENSMUSG00000001755	Coasy	Coasy
ENSMUSG00000001761	Smo	Smo
ENSMUSG00000001763	Tspan33	Tspan33
ENSMUSG00000001767	Crnkl1	Crnkl1
ENSMUSG00000001768	Rin2	Rin2
ENSMUSG00000001773	Folh1	Folh1
ENSMUSG00000001774	Chordc1	Chordc1
ENSMUSG00000001783	Rtcb	Rtcb
ENSMUSG00000001785	Pwp1	Pwp1
ENSMUSG00000001786	Fbxo7	Fbxo7
ENSMUSG00000001794	Capns1	Capns1
ENSMUSG00000001802	Lrp3	Lrp3
ENSMUSG00000001804	Dsg4	Dsg4
ENSMUSG00000001815	Evx2	Evx2
ENSMUSG00000001819	Hoxd13	Hoxd13
ENSMUSG00000001823	Hoxd12	Hoxd12
ENSMUSG00000001827	Folr1	Folr1
ENSMUSG00000001829	Clpb	Clpb
ENSMUSG00000001833	Sept7	Sept7
ENSMUSG00000001844	Zdhhc4	Zdhhc4
ENSMUSG00000001847	Rac1	Rac1
ENSMUSG00000001855	Nup214	Nup214
ENSMUSG00000001864	Aif1l	Aif1l
ENSMUSG00000001865	Cpa3	Cpa3
ENSMUSG00000001870	Ltbp1	Ltbp1
ENSMUSG00000001891	Ugp2	Ugp2
ENSMUSG00000001901	Kcnh6	Kcnh6
ENSMUSG00000001909	Trmt1	Trmt1
ENSMUSG00000001910	Nacc1	Nacc1
ENSMUSG00000001911	Nfix	Nfix
ENSMUSG00000001918	Slc1a5	Slc1a5
ENSMUSG00000001924	Uba1	Uba1
ENSMUSG00000001930	Vwf	Vwf
ENSMUSG00000001942	Siae	Siae
ENSMUSG00000001943	Vsig2	Vsig2
ENSMUSG00000001946	Esam	Esam
ENSMUSG00000001948	Spa17	Spa17
ENSMUSG00000001962	Fam50a	Fam50a
ENSMUSG00000001964	Emd	Emd
ENSMUSG00000001983	Taco1	Taco1
ENSMUSG00000001985	Grik3	Grik3
ENSMUSG00000001986	Gria3	Gria3
ENSMUSG00000001988	Npas1	Npas1
ENSMUSG00000001995	Sipa1l2	Sipa1l2
ENSMUSG00000001998	Ap4e1	Ap4e1
ENSMUSG00000001999	Blvra	Blvra
ENSMUSG00000002006	Pdzd4	Pdzd4
ENSMUSG00000002007	Srpk3	Srpk3
ENSMUSG00000002010	Idh3g	Idh3g
ENSMUSG00000002012	Pnck	Pnck
ENSMUSG00000002014	Ssr4	Ssr4
ENSMUSG00000002015	Bcap31	Bcap31
ENSMUSG00000002017	Fam98a	Fam98a
ENSMUSG00000002020	Ltbp2	Ltbp2
ENSMUSG00000002028	Kmt2a	Kmt2a
ENSMUSG00000002031	Ift46	Ift46
ENSMUSG00000002032	Tmem25	Tmem25
ENSMUSG00000002033	Cd3g	Cd3g
ENSMUSG00000002043	Trappc6a	Trappc6a
ENSMUSG00000002052	Supt6	Supt6
ENSMUSG00000002055	Spag5	Spag5
ENSMUSG00000002057	Foxn1	Foxn1
ENSMUSG00000002058	Unc119	Unc119
ENSMUSG00000002059	Rab34	Rab34
ENSMUSG00000002064	Sdf2	Sdf2
ENSMUSG00000002068	Ccne1	Ccne1
ENSMUSG00000002076	Hsf2bp	Hsf2bp
ENSMUSG00000002083	Bbc3	Bbc3
ENSMUSG00000002100	Mybpc3	Mybpc3
ENSMUSG00000002102	Psmc3	Psmc3
ENSMUSG00000002103	Acp2	Acp2
ENSMUSG00000002104	Rapsn	Rapsn
ENSMUSG00000002105	Slc39a13	Slc39a13
ENSMUSG00000002107	Celf2	Celf2
ENSMUSG00000002108	Nr1h3	Nr1h3
ENSMUSG00000002109	Ddb2	Ddb2
ENSMUSG00000002111	Spi1	Spi1
ENSMUSG00000002129	Sf3a1	Sf3a1
ENSMUSG00000002147	Stat6	Stat6
ENSMUSG00000002190	Clgn	Clgn
ENSMUSG00000002204	Napsa	Napsa
ENSMUSG00000002205	Vrk3	Vrk3
ENSMUSG00000002210	Smg9	Smg9
ENSMUSG00000002221	Paxip1	Paxip1
ENSMUSG00000002222	Rmnd5a	Rmnd5a
ENSMUSG00000002227	Mov10	Mov10
ENSMUSG00000002228	Ppm1j	Ppm1j
ENSMUSG00000002233	Rhoc	Rhoc
ENSMUSG00000002240	4930432K09Rik	4930432K09Rik
ENSMUSG00000002249	Tead3	Tead3
ENSMUSG00000002250	Ppard	Ppard
ENSMUSG00000002257	Def6	Def6
ENSMUSG00000002265	Peg3	Peg3
ENSMUSG00000002266	Zim1	Zim1
ENSMUSG00000002274	Metrn	Metrn
ENSMUSG00000002279	Lmf1	Lmf1
ENSMUSG00000002280	Narfl	Narfl
ENSMUSG00000002289	Angptl4	Angptl4
ENSMUSG00000002290	ENSMUSG00000002290	ENSMUSG00000002290
ENSMUSG00000002297	Dbf4	Dbf4
ENSMUSG00000002307	Daxx	Daxx
ENSMUSG00000002308	Cd320	Cd320
ENSMUSG00000002319	Ipo4	Ipo4
ENSMUSG00000002320	Tm9sf1	Tm9sf1
ENSMUSG00000002324	Rec8	Rec8
ENSMUSG00000002325	Irf9	Irf9
ENSMUSG00000002326	Gmpr2	Gmpr2
ENSMUSG00000002329	Mdp1	Mdp1
ENSMUSG00000002332	Dhrs1	Dhrs1
ENSMUSG00000002341	Ncan	Ncan
ENSMUSG00000002342	Tmem161a	Tmem161a
ENSMUSG00000002343	Armc6	Armc6
ENSMUSG00000002345	2310045N01Rik	2310045N01Rik
ENSMUSG00000002346	Slc25a42	Slc25a42
ENSMUSG00000002365	Snx9	Snx9
ENSMUSG00000002372	Ranbp3	Ranbp3
ENSMUSG00000002379	Ndufa11	Ndufa11
ENSMUSG00000002384	Bmp8b	Bmp8b
ENSMUSG00000002393	Nr2f6	Nr2f6
ENSMUSG00000002395	Use1	Use1
ENSMUSG00000002396	Ocel1	Ocel1
ENSMUSG00000002409	Dyrk1b	Dyrk1b
ENSMUSG00000002413	Braf	Braf
ENSMUSG00000002416	Ndufb2	Ndufb2
ENSMUSG00000002428	Hltf	Hltf
ENSMUSG00000002455	Prpf6	Prpf6
ENSMUSG00000002458	Rgs19	Rgs19
ENSMUSG00000002459	Rgs20	Rgs20
ENSMUSG00000002475	Abhd3	Abhd3
ENSMUSG00000002477	Snrpd1	Snrpd1
ENSMUSG00000002486	Tchp	Tchp
ENSMUSG00000002489	Tiam1	Tiam1
ENSMUSG00000002496	Tsc2	Tsc2
ENSMUSG00000002500	Rpl3l	Rpl3l
ENSMUSG00000002504	Slc9a3r2	Slc9a3r2
ENSMUSG00000002524	Puf60	Puf60
ENSMUSG00000002546	Golga2	Golga2
ENSMUSG00000002550	Uck1	Uck1
ENSMUSG00000002565	Scin	Scin
ENSMUSG00000002578	Ikzf4	Ikzf4
ENSMUSG00000002580	Mien1	Mien1
ENSMUSG00000002588	Pon1	Pon1
ENSMUSG00000002602	Axl	Axl
ENSMUSG00000002603	Tgfb1	Tgfb1
ENSMUSG00000002608	Ccdc97	Ccdc97
ENSMUSG00000002617	Zfp40	Zfp40
ENSMUSG00000002625	Akap8l	Akap8l
ENSMUSG00000002633	Shh	Shh
ENSMUSG00000002635	Pdcd2l	Pdcd2l
ENSMUSG00000002658	Gtf2f1	Gtf2f1
ENSMUSG00000002660	Clpp	Clpp
ENSMUSG00000002661	Alkbh7	Alkbh7
ENSMUSG00000002664	Pspn	Pspn
ENSMUSG00000002668	Dennd1c	Dennd1c
ENSMUSG00000002679	Med6	Med6
ENSMUSG00000002688	Prkd1	Prkd1
ENSMUSG00000002699	Lcp2	Lcp2
ENSMUSG00000002718	Cse1l	Cse1l
ENSMUSG00000002728	Naa20	Naa20
ENSMUSG00000002731	Prkra	Prkra
ENSMUSG00000002732	Fkbp7	Fkbp7
ENSMUSG00000002733	Plekha3	Plekha3
ENSMUSG00000002741	Ykt6	Ykt6
ENSMUSG00000002748	Baz1b	Baz1b
ENSMUSG00000002763	Pex6	Pex6
ENSMUSG00000002767	Mrpl2	Mrpl2
ENSMUSG00000002768	Mea1	Mea1
ENSMUSG00000002769	Gnmt	Gnmt
ENSMUSG00000002771	Grin2d	Grin2d
ENSMUSG00000002778	Kdelr1	Kdelr1
ENSMUSG00000002781	Tmem143	Tmem143
ENSMUSG00000002791	Pdxk-ps	Pdxk-ps
ENSMUSG00000002797	Ggct	Ggct
ENSMUSG00000002799	Jag2	Jag2
ENSMUSG00000002803	Btbd6	Btbd6
ENSMUSG00000002804	Nudt14	Nudt14
ENSMUSG00000002808	Epdr1	Epdr1
ENSMUSG00000002812	Flii	Flii
ENSMUSG00000002814	Top3a	Top3a
ENSMUSG00000002820	Atg4d	Atg4d
ENSMUSG00000002825	Qtrt1	Qtrt1
ENSMUSG00000002831	Plin4	Plin4
ENSMUSG00000002833	Hdgfrp2	Hdgfrp2
ENSMUSG00000002835	Chaf1a	Chaf1a
ENSMUSG00000002844	Adprh	Adprh
ENSMUSG00000002845	Tmem39a	Tmem39a
ENSMUSG00000002846	Timmdc1	Timmdc1
ENSMUSG00000002847	Pla1a	Pla1a
ENSMUSG00000002870	Mcm2	Mcm2
ENSMUSG00000002871	Tpra1	Tpra1
ENSMUSG00000002881	Nab1	Nab1
ENSMUSG00000002885	Cd97	Cd97
ENSMUSG00000002897	Il17ra	Il17ra
ENSMUSG00000002900	Lamb1	Lamb1
ENSMUSG00000002908	Kcnn1	Kcnn1
ENSMUSG00000002910	Arrdc2	Arrdc2
ENSMUSG00000002930	Ppp1r17	Ppp1r17
ENSMUSG00000002944	Cd36	Cd36
ENSMUSG00000002948	Map2k7	Map2k7
ENSMUSG00000002949	Timm44	Timm44
ENSMUSG00000002957	Ap2a2	Ap2a2
ENSMUSG00000002963	Pnkp	Pnkp
ENSMUSG00000002968	Med25	Med25
ENSMUSG00000002980	Bcam	Bcam
ENSMUSG00000002981	Clptm1	Clptm1
ENSMUSG00000002983	Relb	Relb
ENSMUSG00000002984	Tomm40	Tomm40
ENSMUSG00000002985	Apoe	Apoe
ENSMUSG00000002992	Apoc2	Apoc2
ENSMUSG00000002996	Hbp1	Hbp1
ENSMUSG00000002997	Prkar2b	Prkar2b
ENSMUSG00000003031	Cdkn1b	Cdkn1b
ENSMUSG00000003032	Klf4	Klf4
ENSMUSG00000003033	Ap1m1	Ap1m1
ENSMUSG00000003037	Rab8a	Rab8a
ENSMUSG00000003038	Hmgn2	Hmgn2
ENSMUSG00000003039	Fam32a	Fam32a
ENSMUSG00000003051	Elf3	Elf3
ENSMUSG00000003053	Cyp2c29	Cyp2c29
ENSMUSG00000003062	Stard3nl	Stard3nl
ENSMUSG00000003068	Stk11	Stk11
ENSMUSG00000003070	Efna2	Efna2
ENSMUSG00000003072	Atp5d	Atp5d
ENSMUSG00000003099	Ppp5c	Ppp5c
ENSMUSG00000003119	Cdk12	Cdk12
ENSMUSG00000003123	Lipe	Lipe
ENSMUSG00000003131	Pafah1b2	Pafah1b2
ENSMUSG00000003134	Tbc1d8	Tbc1d8
ENSMUSG00000003135	Cnot11	Cnot11
ENSMUSG00000003153	Slc2a3	Slc2a3
ENSMUSG00000003154	Foxj2	Foxj2
ENSMUSG00000003161	Sri	Sri
ENSMUSG00000003166	Dgcr2	Dgcr2
ENSMUSG00000003178	Mical3	Mical3
ENSMUSG00000003184	Irf3	Irf3
ENSMUSG00000003190	Bcl2l12	Bcl2l12
ENSMUSG00000003198	Zfp959	Zfp959
ENSMUSG00000003199	Mpnd	Mpnd
ENSMUSG00000003200	Sh3gl1	Sh3gl1
ENSMUSG00000003206	Ebi3	Ebi3
ENSMUSG00000003208	Ccdc94	Ccdc94
ENSMUSG00000003226	Ranbp2	Ranbp2
ENSMUSG00000003227	Edar	Edar
ENSMUSG00000003228	Grk5	Grk5
ENSMUSG00000003233	Dvl3	Dvl3
ENSMUSG00000003234	Abcf3	Abcf3
ENSMUSG00000003235	Eif2b5	Eif2b5
ENSMUSG00000003269	Cyth2	Cyth2
ENSMUSG00000003271	Sult2b1	Sult2b1
ENSMUSG00000003273	Car11	Car11
ENSMUSG00000003279	Dlgap1	Dlgap1
ENSMUSG00000003282	Plag1	Plag1
ENSMUSG00000003283	Hck	Hck
ENSMUSG00000003299	Mrpl4	Mrpl4
ENSMUSG00000003308	Keap1	Keap1
ENSMUSG00000003309	Ap1m2	Ap1m2
ENSMUSG00000003316	Glg1	Glg1
ENSMUSG00000003341	Atp8b3	Atp8b3
ENSMUSG00000003344	Btbd2	Btbd2
ENSMUSG00000003345	Csnk1g2	Csnk1g2
ENSMUSG00000003346	Abhd17a	Abhd17a
ENSMUSG00000003348	Mob3a	Mob3a
ENSMUSG00000003352	Cacnb3	Cacnb3
ENSMUSG00000003354	Ccdc65	Ccdc65
ENSMUSG00000003355	Fkbp11	Fkbp11
ENSMUSG00000003360	Ddx23	Ddx23
ENSMUSG00000003363	Pld3	Pld3
ENSMUSG00000003378	Grik5	Grik5
ENSMUSG00000003379	Cd79a	Cd79a
ENSMUSG00000003380	Rabac1	Rabac1
ENSMUSG00000003382	Etv3	Etv3
ENSMUSG00000003402	Prkcsh	Prkcsh
ENSMUSG00000003410	Elavl3	Elavl3
ENSMUSG00000003411	Rab3b	Rab3b
ENSMUSG00000003418	St8sia6	St8sia6
ENSMUSG00000003420	Fcgrt	Fcgrt
ENSMUSG00000003421	Nosip	Nosip
ENSMUSG00000003423	Pih1d1	Pih1d1
